category,feature,status,evidence,files,tables,works,gap,risk,solution,priority
"10 Proctoring","Tab switching events","PARTIAL","E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_proctoring_events; online_exam_submissions","Allowed event endpoint; staff timeline highlights configured event types.","Client asserted/untrusted; no detection engine or validated incident decision.","False positives/absence of evidence misread.","Server receipt timestamps; dedupe/bounds; human classification.","HIGH"
"10 Proctoring","Fullscreen exits","PARTIAL","E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_proctoring_events; online_exam_submissions","Allowed event endpoint; staff timeline highlights configured event types.","Client asserted/untrusted; no detection engine or validated incident decision.","False positives/absence of evidence misread.","Server receipt timestamps; dedupe/bounds; human classification.","HIGH"
"10 Proctoring","Event timeline","PARTIAL","E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_proctoring_events; online_exam_submissions","Allowed event endpoint; staff timeline highlights configured event types.","Client asserted/untrusted; no detection engine or validated incident decision.","False positives/absence of evidence misread.","Server receipt timestamps; dedupe/bounds; human classification.","HIGH"
"10 Proctoring","Automated flags","PARTIAL","E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_proctoring_events; online_exam_submissions","Allowed event endpoint; staff timeline highlights configured event types.","Client asserted/untrusted; no detection engine or validated incident decision.","False positives/absence of evidence misread.","Server receipt timestamps; dedupe/bounds; human classification.","HIGH"
"10 Proctoring","Human review","PLACEHOLDER","E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_proctoring_events; online_exam_submissions","Timeline readable; reviewed_by/review_status columns and policy exist.","No review write endpoint/decision/notes/appeal trail.","No accountable review process.","Authorized review records and immutable decisions; never auto-convict.","HIGH"
"10 Proctoring","Incident review","PLACEHOLDER","E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_proctoring_events; online_exam_submissions","Timeline readable; reviewed_by/review_status columns and policy exist.","No review write endpoint/decision/notes/appeal trail.","No accountable review process.","Authorized review records and immutable decisions; never auto-convict.","HIGH"
"10 Proctoring","Recorded evidence","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add exam-owned control room/evidence service after engine/privacy prerequisites.","HIGH"
"10 Proctoring","Live invigilator dashboard","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add exam-owned control room/evidence service after engine/privacy prerequisites.","HIGH"
"11 Control room","Active candidate list","PARTIAL","E03: Teacher workflow source; TeacherOnlineExamTest; runtime-probes.json / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:455-1138,1816-1850; resources/views/teacher/online_exam/; app/Http/Requests/OnlineExam/UpdateOnlineExamRequest.php:23 / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exams; online_exam_questions; teacher_permissions; teacher_programme_assignments; subjects / online_exam_proctoring_events; online_exam_submissions","Paginated attempts with status, start/expiry and event counts.","Static staff pages, no live cohort roster/status reconciliation.","Cannot run a real-time exam room.","Reuse attempt data in scoped control-room read model.","MEDIUM"
"11 Control room","Submitted candidate list","PARTIAL","E03: Teacher workflow source; TeacherOnlineExamTest; runtime-probes.json / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Http/Controllers/OnlineExamController.php:455-1138,1816-1850; resources/views/teacher/online_exam/; app/Http/Requests/OnlineExam/UpdateOnlineExamRequest.php:23 / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exams; online_exam_questions; teacher_permissions; teacher_programme_assignments; subjects / online_exam_proctoring_events; online_exam_submissions","Paginated attempts with status, start/expiry and event counts.","Static staff pages, no live cohort roster/status reconciliation.","Cannot run a real-time exam room.","Reuse attempt data in scoped control-room read model.","MEDIUM"
"11 Control room","Registered candidates","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Authorized invigilator actions on exam-owned attempts with explicit reason, approval and audit; read authoritative enrollment roster.","HIGH"
"11 Control room","Not Started candidates","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Authorized invigilator actions on exam-owned attempts with explicit reason, approval and audit; read authoritative enrollment roster.","HIGH"
"11 Control room","Disconnected candidates","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Authorized invigilator actions on exam-owned attempts with explicit reason, approval and audit; read authoritative enrollment roster.","HIGH"
